n02857477 boarding_house
n03790755 motor_inn
n03123809 cowhouse
n10109443 monstrosity
n01365885 neisseria_gonorrhoeae
n07575510 afternoon_tea
n03072201 color_television
n02520147 flathead_catfish
n02424909 nyala
n10155849 stylist
n02755823 attic
n07801892 broad_bean
n12762896 sumach
n12201580 cacao
n04021503 pulse_generator
n02200509 wriggler
n07680932 roll
n03581125 crossway
n03766508 hat_shop
n12915140 lantana
n04324387 stock_room
n02739668 armour
n02874642 bootleg
n04532504 vestry
n12121610 fescue
n12277578 quercus_robur
n02855925 blue
n13137672 aggregate_fruit
n03273551 hammond_organ
n07823951 curry
n03950899 pith_helmet
n14974264 paper
n04310604 steam_turbine
n02536456 oncorhynchus_tshawytscha
n12435649 wild_garlic
n04317976 stick
n01912152 hydra
n07951464 accumulation
n03906106 peg
n02376918 male_horse
n02788572 font
n04261767 sounder
n03542605 hotel_casino
n03498662 hatchback
n12723062 coville
n02202678 biting_midge
n13154494 frond
n01498989 eagle_ray
n02862916 body_lotion
n03330947 fetter
n01741232 gopher_snake
n07908923 chartreuse
n11832214 beta_vulgaris
n04101375 roll
n02850732 blender
n03996849 power_steering
n03114236 costume
n12494794 royal_poinciana
n04044307 wireless_telegraphy
n07768139 anjou
n02768226 backboard
n03326371 feedlot
n12330891 bayberry
n03451365 grade_separation
n02878628 boulle
n03716228 mammogram
n02648625 greenling
n04533946 videodisc
n03261603 earmuff
n09213565 bank
n03540090 hose
n03426134 gas_tank
n03501288 head
n03800933 instrument
n03279508 electron_microscope
n13205058 nephrolepis_exaltata
n02336275 harvest_mouse
n12927013 manioc
n12520406 guar
n03033986 circuit_card
n02433318 dama_dama
n02563079 white_crappie
n04405907 telly
n03325941 fedora
n11977303 sneezeweed
n02877642 bottlebrush
n03021228 chlamys
n02977438 register
n02087551 hound
n04549919 ward
n04242408 sloop
n03695857 luger
n02867592 bomb_calorimeter
n02376542 foal
n03389889 four_wheeler
n04214282 sidecar
n02848921 dummy
n03394649 french_door
n03550153 hut
n02656670 sunfish
n01847806 mallard
n02955247 capacitance
n12766869 poison_ivy
n03892557 vicarage
n07772147 cashew
n12143676 zea_mays
n12610328 water_hyacinth
n03204436 dipstick
n03129753 credenza
n07693223 schnecken
n03948950 piston
n03453320 granny
n13918274 tail
n07754894 cocoa_bean
n01608265 honey_buzzard
n09233446 canon
n02127808 big_cat
n12683407 scabious
n08616050 ley
n11849271 mezcal
n12477747 maguey
n02833040 bethel
n07585906 gumbo
n02826068 bell_jar
n09415671 riverbed
n12284262 alder
n03679712 living_room
n03802228 ball
n12281788 yellow_birch
n09193551 alluvial_plain
n04124098 saddlebag
n03098140 panel
n03723153 marquee
n11542640 hepatic
n11619227 tamarack
n03045337 cloak
n01500091 manta
n04212282 bird
n09393605 champaign
n12100187 barbasco
n03135532 cross
n12281974 betula_papyrifera
n11611758 stone_pine
n02740764 armour_plate
n07808587 slaw
n12723062 larrea_tridentata
n04963588 crimson
n07888465 wheat_beer
n02437482 bactrian_camel
n02952485 canteen
n02768655 back_brace
n07851767 pot_cheese
n09270735 sand_dune
n03357081 flannel
n11756092 acacia
n03394149 service_elevator
n04136161 saree
n11877646 brassica_rapa
n04357121 sunroof
n02415253 white_sheep
n03492250 harbor
n03997484 power_tool
n02404573 brahmin
n04075715 rendering
n02740764 plate_armor
n03665924 lightbulb
n02960903 decanter
n03209477 disk_controller
n02872333 booster_rocket
n02758960 sterilizer
n04414319 terra_sigillata
n13901321 pipe
n02377480 female_horse
n13881644 star
n03743902 memorial
n04269822 gaiter
n07691539 brioche
n02764779 axle
n02752810 telamon
n01713764 tyrannosaurus
n03963294 playback
n01797020 capercaillie
n03367410 florist_shop
n03351979 fishing_pole
n02047260 murre
n03219612 dolly
n02650541 sea_robin
n03014440 chess_piece
n02891188 brake_system
n07926785 mate
n04370955 sweep
n12903503 datura_stramonium
n03440216 gps
n02817031 bearing
n04019696 pull
n12684379 impatiens_capensis
n03438071 girdle
n12723062 creosote_bush
n09932508 coal_miner
n07834507 mayo
n04146504 school_bell
n07619004 custard
n02280458 pierid
n04476116 dragger
n01504179 fledgling
n02407625 whiteface
n12646605 fuji
n02908951 brussels_lace
n02046759 guillemot
n04285146 sports_equipment
n03335030 fighter_aircraft
n01575117 cowbird
n01874928 opossum
n01587526 catbird
n03183080 device
n12272239 garry_oak
n03164605 davenport
n02610664 parrotfish
n13136316 bean
n03082656 tourniquet
n03494537 harmonium
n03516844 hessian
n03211616 display_board
n12091550 oxlip
n02740764 armor_plating
n03956785 planner
n03456299 gun
n02804252 tuba
n03955296 planer
n12136581 malacca
n03560430 igloo
n02085374 toy_dog
n12985420 truffle
n03215076 divan
n03588841 jabot
n02075612 omnivore
n04381860 tabletop
n02470709 anthropoid
n03058603 coating
n12312728 kangaroo_paw
n03191561 dickie
n12807251 london_plane
n07891433 rice_beer
n03727946 mat
n11691046 corolla
n02881757 derby
n11720353 crowfoot
n12924623 ricinus_communis
n01517966 carinate
n09927089 cleaner
n03725035 mask
n11974557 snakeweed
n02253127 greenfly
n07802963 millet
n02843029 birchbark
n07624757 knish
n12788854 hortensia
n07743384 huckleberry
n05257476 bouffant
n01479213 eptatretus
n03236423 dredger
n13126050 taproot
n04213353 sickle
n07877675 steak_tartare
n04580493 white_goods
n04401680 call_box
n02031298 eurasian_woodcock
n02880189 bow
n02919792 bungalow
n02872529 relay_station
n02963503 electrocardiograph
n03002948 chalice
n03039259 clay_pigeon
n03224603 dormer
n02330245 mouse
n02565072 smallmouth_bass
n06267145 paper
n03705379 magnet
n02028175 yellowlegs
n07861158 bread_dough
n03522100 hip_roof
n02912065 buffet
n12566331 red_sandalwood
n10224578 journalist
n03713069 main_yard
n03416900 garbage
n03786715 trench_mortar
n12307240 jessamine
n07906572 blended_whiskey
n01561452 redtail
n04142434 scalpel
n03201776 tux
n07863374 pasta
n03118969 country_house
n07869775 kebab
n02892948 knuckles
n04419868 thermal_printer
n02405799 santa_gertrudis
n01613294 eagle
n02013177 whooping_crane
n03612965 tympanum
n04477725 treasure_ship
n05468739 oligodendrocyte
n04134523 sandbox
n03172038 deflector
n03353951 fixative
n03819595 network
n02355227 squirrel
n13897996 equipoise
n02742322 regalia
n03506370 spa
n02783994 baluster
n03343853 piece
n02324045 cony
n12009047 double_gold
n04320973 stirrup
n02118643 vixen
n02098906 water_dog
n01897667 alula
n02241008 backswimmer
n10772092 weatherman
n02395694 piglet
n01942869 abalone
n13233727 milkweed
n03832144 nosewheel
n04283378 radius
n11658331 miro
n02214499 potter_wasp
n01461315 spawn
n05239437 skin_graft
n01620735 king_vulture
n02075296 carnivore
n02926426 bustier
n01712752 ceratosaurus
n11707827 mountain_laurel
n04028764 pylon
n01596608 purple_martin
n03385557 fortification
n03025886 chordophone
n02992368 cellophane
n12782530 sundew
n03227010 double_glazing
n02963302 card_catalog
n12403513 sycamore
n04081844 constraint
n12064389 fragrant_orchid
n03272383 electric_lamp
n04068601 reflecting_telescope
n04389430 tankard
n01686044 racerunner
n03854815 pipe
n02038993 pratincole
n03105306 coracle
n12159804 zucchini
n03583419 ion_engine
n03659292 lever
n04358117 supercomputer
n11957678 calliopsis
n07865484 chow_mein
n07749192 navel_orange
n00007846 someone
n04166281 saloon
n10628644 sovereign
n07709333 leafy_vegetable
n02136452 fossa
n03321103 turbojet
n12651611 pear_tree
n04124202 saddle_blanket
n04529108 vernier
n04322026 stock
n12592058 nipa_palm
n12915568 avicennia_marina
n04086066 revetment
n03678729 little_theatre
n03856012 orphanage
n11620673 fir_tree
n03317889 faille
n02934451 cable_car
n12055516 cymbidium
n01623615 screech_owl
n12407715 ulmus_parvifolia
n07907161 irish_whiskey
n02431122 cervus_elaphus
n02301935 emperor_moth
n03496296 harpsichord
n12498055 palo_verde
n11725973 wood_anemone
n12522894 dalbergia_sissoo
n15090742 b_vitamin
n04035748 quirt
n04270891 shaft
n15092059 nicotinic_acid
n01995686 brine_shrimp
n03488188 handsaw
n04384593 tailgate
n12523475 jacaranda
n11712282 yellow_poplar
n07643306 jelly
n01940736 mollusk
n03380724 footrest
n03186199 dhoti
n07726525 mushy_peas
n01561732 wheatear
n10263411 lineman
n02831237 beret
n03779000 module
n04051825 bulwark
n03287351 energizer
n07913774 cobbler
n04033287 queen
n03609397 kazoo
n03256788 dune_buggy
n03619890 kitchen
n02736798 argyll
n02861286 bodega
n12351091 achira
n12685431 geranium
n03574243 instep
n03356446 flambeau
n03007297 fraternity_house
n07920989 mocha
n04095577 riveting_machine
n09618957 face
n03678879 live_axle
n03476083 hairpiece
n03788498 motel
n04529962 vertical_stabilizer
n02327028 jackrabbit
n12321873 shellbark
n12808007 arizona_sycamore
n04198233 shirting
n02898585 wedding_dress
n04509171 undies
n00015388 fauna
n03515934 hermitage
n02527057 tuna
n03822171 newspaper
n12399384 morus_alba
n07587441 chowder
n03200357 dining_car
n03673450 lingerie
n04042358 radiograph
n02181235 darkling_beetle
n03554460 hygrometer
n02566665 yellow_bass
n01668892 river_cooter
n02823335 beer_barrel
n00466377 round
n02590987 porgy
n07826453 angelica
n01730960 black_racer
n03883385 pannier
n03572321 inkwell
n04483925 trimmer
n03201776 tuxedo
n07749446 kumquat
n04249415 snare
n07841345 yolk
n04402057 subscriber_line
n07766891 medlar
n03870105 pace_car
n10701180 tennis_player
n03546340 lodging
n04434207 tie_rack
n12155009 pandanus_tectorius
n09294877 grot
n03956922 plant
n11598686 ephedra
n02954163 canvass
n00450866 pony_trekking
n09199101 anthill
n03175081 den
n02895438 breathalyzer
n07592094 fricassee
n09303528 hillside
n04250850 schnorchel
n00479616 racquetball
n07828378 msg
n12754648 acer_campestre
n03013850 chenille
n07577918 coffee_break
n02705944 amplifier
n02833793 bevel_gear
n12969131 puffball
n03640850 lanolin
n02522399 cod
n02102605 water_spaniel
n03616763 kick_start
n02849885 blast_furnace
n13141564 bearwood
n03758894 microbalance
n03148727 cupola
n10305802 medical_man
n07834507 mayonnaise
n02796995 barroom
n02390015 jennet
n03558176 ice
n12914923 verbena
n03440876 glory_hole
n02692232 airport
n03325941 felt_hat
n10610465 sleeper
n02372584 das
n02851099 screen
n03135917 crossbar
n07935737 bottled_water
n04052346 ramrod
n04520382 caravan
n03508881 heating_pad
n04402057 telephone_line
n02879309 dress_shop
n13875571 loop
n00464894 golf_game
n02766534 baby_buggy
n02439033 giraffe
n03339296 plastic_film
n01562265 robin
n01830479 wood_hoopoe
n02402425 cattle
n03120491 court
n02901481 brigandine
n02060569 manx_shearwater
n02680754 adjustable_spanner
n02922578 burqa
n07772274 chestnut
n13024012 ascomycete
n09932508 collier
n04559910 water_glass
n10109443 monster
n03323319 farthingale
n01794158 turkey
n03540595 infirmary
n12529220 cork_tree
n01573627 cacique
n04525191 velveteen
n02281136 large_white
n10340312 instrumentalist
n07714078 kale
n04432043 thwart
n09239302 cavern
n07562881 fad_diet
n13875884 bight
n03409393 gable_wall
n04164757 second_hand
n01321579 young
n02313709 bryozoan
n02312175 maggot
n02960352 car
n12680864 viburnum_opulus
n01804163 golden_pheasant
n03221059 eye_mask
n02327656 arctic_hare
n11786539 taro
n02921029 bunsen_burner
n03469493 firing_mechanism
n01333610 reoviridae
n04202142 shooting_lodge
n03131669 crib
n07848771 clarified_butter
n02852173 flasher
n03272810 power_meter
n00451563 bicycling
n04247876 snaffle_bit
n02834778 cycle
n01339801 cmv
n04001499 pressure_gauge
n04045644 baulk
n07711080 fries
n02682311 adze
n12682411 teasel
n03666362 led
n03448031 gordian_knot
n13872822 funnel_shape
n02684962 agora
n07894799 chardonnay
n01854700 goosander
n04307878 chophouse
n01650167 tree_frog
n11961100 mum
n14973585 pantothenic_acid
n01825278 turaco
n03256928 dungeon
n02434190 woodland_caribou
n12677612 snowberry
n07743902 cranberry
n02041246 gull
n04067818 refectory
n03005515 chandlery
n03972372 poacher
n02580679 spanish_mackerel
n11773987 nerium_oleander
n12202936 linden_tree
n02961544 car_bomb
n10443032 plumber
n12023407 dusty_miller
n04509260 uneven_bars
n02379908 arabian
n12484784 bogbean
n04960277 blackness
n07870167 lasagne
n07904760 geneva
n02599052 sea_trout
n07714078 kail
n01841679 wryneck
n01566207 tailorbird
n01847978 black_duck
n03841666 office
n04012482 turboprop
n04003856 print
n03005285 pendent
n01438581 loach
n12261571 copper_beech
n03175189 jean
n04503499 twinjet
n04414675 tesla_coil
n07876026 sauerbraten
n07921360 chocolate_milk
n13121104 xerophile
n04397768 teakettle
n12104501 herbage
n07913644 bullshot
n07739923 baldwin
n02036228 banded_stilt
n04246855 smoker
n12093600 cyclamen_hederifolium
n03937931 pillion
n11632167 monterey_cypress
n02021795 seabird
n02445171 lutra_lutra
n13880551 right_triangle
n04491388 billy
n00468480 football_game
n12328398 loosestrife
n07623136 pastry_dough
n02431337 hart
n04140631 buck
n03234164 boxers
n03506370 health_club
n02168245 firefly
n12161744 butternut_squash
n03581125 crossroad
n07599649 bonbon
n04388743 tank
n10020890 doc
n03212114 disposal
n07932614 rickey
n01481331 chimaera
n03874487 paddock
n12201331 silver_tree
n01744270 indian_python
n02533209 sardine
n04041747 radio_antenna
n11872146 rockcress
n04541320 voltmeter
n07586894 vegetable_soup
n02085374 toy
n03934565 pier_table
n04282992 spode
n04066270 red_carpet
n03350204 fishbowl
n03205143 directional_microphone
n02839592 billiard_parlor
n01936391 polychaete
n11620016 siberian_larch
n03726760 mast
n07879350 sashimi
n09349648 meander
n02822064 bedsitter
n12782915 dionaea_muscipula
n01607429 redtail
n12644902 almond_tree
n03200357 diner
n03415486 gangplank
n11929743 artemisia_annua
n02595339 mademoiselle
n03056288 coal_house
n12416703 crocus_sativus
n12324056 combretum
n04606574 wrench
n13866144 polygonal_shape
n03703463 mackinaw
n04434932 tights
n03766044 miller
n03504723 central_office
n03283221 emergency_room
n04374735 temple
n12663023 coffea_arabica
n13917785 truncated_cone
n03413684 gambrel
n03829954 noria
n03456186 gray
n04554211 washboard
n07805594 bird_food
n02762909 auxiliary_engine
n03665366 light_source
n07739344 crabapple
n04125257 lockbox
n07842753 omelette
n03809211 nard
n13190060 bracken
n02513560 young_fish
n07867421 fondu
n03385557 munition
n12480456 tuberose
n04168199 segway
n02169974 potato_beetle
n02657694 flounder
n07771212 walnut
n01890860 shrew_mole
n01558307 fieldfare
n04232437 skyhook
n07907161 irish
n04568069 wind_vane
n02486657 chacma_baboon
n03467796 guitar_pick
n13102775 tendril
n03968728 plummet
n11692792 thistledown
n04472961 traverse
n02548247 angler
n12009047 hortensia
n04122825 poke
n12073991 odontoglossum
n03409297 gabardine
n03580615 internet
n12625383 cotoneaster
n02739668 armor
n12282737 white_birch
n08640962 rough
n03225458 dosimeter
n11756870 black_wattle
n03533014 kalian
n12530818 whin
n04523831 vault
n03900194 patrol_boat
n13884930 cuboid
n01550761 cotinga
n01579028 crow
n02813544 bazar
n04182322 shaft
n02897097 bren
n02683558 afterburner
n03382292 forecourt
n03237416 top_hat
n01421333 cryptophyte
n03487331 handloom
n03667664 light_meter
n12461466 scilla
n03267696 elastic
n03973839 pocket_watch
n01848123 teal
n07753980 granadilla
n04561422 water_mill
n02761696 automobile_factory
n04541136 pile
n12639584 prunus_domestica
n03191776 dickie
n04127117 safety_net
n07831267 tomato_sauce
n03721047 marble
n03680858 lobster_pot
n03837698 oast_house
n13100156 poisonous_plant
n02378541 cavalry_horse
n02965300 cargo_vessel
n13108131 bean_tree
n03267468 capsule
n02756854 audio_amplifier
n04157320 sculpture
n02752615 jockstrap
n02190790 housefly
n02731398 apsis
n15019030 sand
n02631628 striped_marlin
n02808185 bath_salts
n12402348 banyan_tree
n04603872 workwear
n02922292 burial_mound
n02936281 caff
n03387323 foundation
n04401680 telephone_kiosk
n03502331 head_covering
n07910538 pastis
n04521987 varnish
n02449183 wolverine
n04130257 salad_bowl
n11782036 elephant_ear
n07888229 pilsner
n13902048 ridge
n03174079 delta_wing
n02042180 blackcap
n12356395 turmeric
n12084890 stanhopea
n04241394 slipper
n03917048 periscope
n02542432 bonefish
n02048115 horned_puffin
n04446162 togs
n07936548 club_soda
n04266162 space_laboratory
n02639605 duckbill
n12262553 chestnut_tree
n03171356 defensive_structure
n03480719 halter
n02688443 control_surface
n03335461 fig_leaf
n02578928 yellowtail
n03574816 instrument
n03416775 garand
n04464125 track
n01381044 streptococcus
n03173929 delivery_van
n02407390 friesian
n03688405 long_sleeve
n03033267 circlet
n03528523 home_computer
n14977504 paving_material
n04084517 return
n05538625 head
n03365991 story
n01756508 western_diamondback
n11674332 inflorescence
n07585107 chicken_broth
n12342498 fireweed
n01850873 canvasback
n03109253 corncrib
n03619650 kit
n03704834 magic_lantern
n06272290 telephone
n04350581 sugar_bowl
n02023992 killdeer
n02840134 ligature
n11736694 nigella
n04320598 stink_bomb
n03259009 dustpan
n04266162 space_station
n01491874 dogfish
n12749852 wahoo
n10091651 fire_eater
n02164464 beetle
n02991302 prison_cell
n02897820 brick
n03995661 power_loom
n12392549 stinging_nettle
n02838958 billhook
n04082344 resuscitator
n07881800 beverage
n03410022 gaff
n12554911 tumbleweed
n04519153 valve
n02794008 barograph
n02264232 antlion
n12102133 grass
n03043798 clinometer
n03708036 tape
n04445040 toga
n12905412 christmas_berry
n01520576 kiwi
n02378969 hack
n04240752 slipcover
n02509197 potto
n04073948 cloister
n02777927 balcony
n03552749 hydrofoil
n03796605 mudguard
n07681926 cracker
n04204755 short_circuit
n12322099 mockernut
n02324431 rabbit_ears
n09893502 captive
n12807624 platanus_orientalis
n03274435 electric_typewriter
n12611640 naiad
n13147386 zinfandel
n03528100 nursing_home
n05526957 foreskin
n05242928 squamous_cell
