n03205304 direction_finder
n02764398 axe_handle
n03785016 moped
n03602081 jolly_boat
n04382695 tachograph
n02822762 beefcake
n03355925 flagstaff
n04539053 vdu
n01441117 dace
n03779884 moldboard
n01917611 staghorn_coral
n07808479 chicken_salad
n04435653 tile_roof
n04345201 study_hall
n03057841 coatee
n03943266 pinnacle
n04479939 trestle_bridge
n04375775 synchrotron
n02002556 white_stork
n13898645 spheroid
n10229883 keyboardist
n12052787 coelogyne
n03429137 gatling_gun
n01314388 pest
n02701260 amen_corner
n04560882 water_jump
n01799679 curassow
n01722998 pterosaur
n01712752 ceratosaur
n03680942 local
n04233295 skywalk
n03047171 clockwork
n03436182 ghetto_blaster
n07906572 blended_whiskey
n03982895 poorhouse
n04335886 street_lamp
n02213543 vespula_vulgaris
n02485688 green_monkey
n04268799 spark_gap
n02808829 bathyscaphe
n03090000 conference_table
n07598256 candy_bar
n07931280 wassail
n04057215 razorblade
n07907161 irish
n12640839 mei
n04157099 scullery
n07695652 graham_cracker
n03555564 hypodermic_needle
n03814817 neckerchief
n03010795 chasuble
n01735577 ribbon_snake
n04030414 pyxis
n02136452 fossa
n02905886 bronchoscope
n12807251 london_plane
n02089973 english_foxhound
n04383839 taffeta
n03158186 dacha
n03466839 guildhall
n09205509 arete
n01595974 house_martin
n02788572 baptistery
n07913882 tom_collins
n02947660 narrowboat
n03394149 freight_elevator
n02685253 aileron
n02927161 butcher_shop
n03142431 crypt
n11735570 golden_seal
n02766792 baby_grand
n01925916 cercaria
n07938007 multivitamin
n03775546 mixing_bowl
n03868643 oximeter
n02705429 amphora
n02895438 breathalyser
n03660124 levis
n07733005 garden_cress
n02822064 bedsit
n02878628 boulle
n04200800 shoe_store
n02200850 aedes_aegypti
n03738066 pianola
n12402596 pipal_tree
n12682411 teasle
n02769669 backlighting
n02220518 army_ant
n04334105 strapless
n04403925 telescopic_sight
n03445326 gold_plate
n01664674 olive_ridley
n04969540 steel_blue
n03640850 lanolin
n04064747 record_sleeve
n03978421 polling_booth
n00449796 hydroplane_racing
n12095647 moneywort
n12353431 manila_hemp
n11615607 jack_pine
n03314608 faceplate
n04384910 rear_lamp
n09288635 geyser
n03707372 magnetic_needle
n03911767 penlight
n04181718 shade
n02976350 casement
n12277578 quercus_robur
n02403740 heifer
n03101664 cookie_jar
n07741804 winesap
n03801760 music_stand
n03319745 family_room
n03477410 halberd
n03687137 loggia
n07904072 kirsch
n07581607 canape
n02439398 okapi
n03732458 maxi
n02251593 citrus_mealybug
n04318787 stile
n03045800 cloakroom
n01680478 fence_lizard
n11915214 composite
n02376679 filly
n04559166 water_cooler
n04584373 wigwam
n03832144 nosewheel
n03401129 fuel_gauge
n02350989 jumping_mouse
n03393017 free_house
n03637898 lancet_window
n03325288 fauld
n07583066 guacamole
n04485423 triptych
n04422409 fusion_reactor
n02562796 crappie
n03899100 paternoster
n04158250 scythe
n04209239 shower_curtain
n07866015 croquette
n02114367 timber_wolf
n12731835 balsam_poplar
n02868638 bomb_shelter
n03250847 drumstick
n00434075 tumbling
n02833403 bevel
n12680864 viburnum_opulus
n03878511 palaestra
n02755675 attenuator
n12023726 tanacetum_vulgare
n04207343 shoulder_bag
n01988701 krill
n03599964 jobcentre
n01318478 migrator
n07915618 manhattan
n12615710 pondweed
n02850950 blimp
n03517647 retreat
n04354026 summer_house
n07866868 eggs_benedict
n07598928 barley_sugar
n04381073 tablespoon
n04112252 rotary_wing
n08560295 dude_ranch
n03645577 lateen
n12726528 arctic_willow
n12754648 field_maple
n07891189 near_beer
n02776825 balaclava
n02361587 woodchuck
n03448590 gorget
n07592922 salmi
n09264803 delta
n13185658 doodia
n09233446 canyon
n02428508 gemsbok
n01752585 vipera_berus
n12726670 weeping_willow
n07711080 fries
n01322685 cub
n02808968 bathysphere
n13007417 oyster_mushroom
n01396048 paramecium
n01683558 night_lizard
n03382104 forecastle
n04328703 storage_ring
n04103206 rolling_pin
n02126640 margay
n02266050 dobson
n07847827 heavy_cream
n03029445 churn
n07754894 cocoa_bean
n02509515 coati
n03146219 cuirass
n02019190 great_bustard
n11926365 silversword
n04492060 trunk_lid
n02110063 malamute
n07735404 parsnip
n07732302 hominy
n07575076 luncheon
n12610328 eichhornia_crassipes
n12469517 herb_paris
n04252653 snow_blower
n03492250 harbor
n02759387 gyroplane
n02386968 clydesdale
n03616763 kick_starter
n01570676 yellowthroat
n02802544 basketball_court
n12614477 waterweed
n07682197 crouton
n12934479 caraway
n07803310 buckwheat
n01812662 rock_pigeon
n02216740 gall_wasp
n02390258 hinny
n02204249 sandfly
n02152740 predator
n12048928 calanthe
n04963307 turkey_red
n04024983 punt
n04292572 squawk_box
n03320519 fancy_dress
n04513827 upholstery
n03077616 common_room
n03324629 fast_reactor
n02112350 keeshond
n04409911 tenon
n12272239 garry_oak
n12344283 evening_primrose
n02380464 polo_pony
n04461570 towpath
n03688405 long_sleeve
n06278475 hdtv
n03874293 paddlewheel
n01919385 beroe
n03524150 hockey_stick
n12568186 robinia_pseudoacacia
n02413917 cheviot
n04366033 sushi_bar
n07851767 cottage_cheese
n07813579 seasoned_salt
n07847047 buttermilk
n12475774 pia
n01633781 giant_salamander
n02768655 back_brace
n04973291 ecru
n02513727 parr
n02015357 weka
n04606251 wreck
n03098515 control_rod
n09436708 sky
n01609956 marsh_harrier
n02113023 pembroke
n07607361 licorice
n14973585 pantothenic_acid
n00480366 jai_alai
n04453390 toothpick
n01791107 jungle_fowl
n02130086 tigon
n03291413 entrenching_tool
n02775689 bailey
n02713364 anklet
n13035707 helvella
n03445617 golf_bag
n02146201 red_bat
n03349892 first_class
n03343737 fire_alarm
n04102162 rollerblade
n01847978 black_duck
n13919919 keel
n04290762 spy_satellite
n12903503 jimsonweed
n00453126 coursing
n01692333 gila_monster
n12163035 bryony
n02898369 brickwork
n03954393 planchet
n11873182 horseradish
n04455048 topknot
n03102516 coolant_system
n04364994 surplice
n15062057 stucco
n03941417 pinball_machine
n03292475 epee
n03977592 police_boat
n02900705 briefcase
n03067093 cold_cathode
n02786331 bandbox
n03272239 electric_fire
n03127408 crankshaft
n04253168 snuffer
n02486908 mandrill
n12118661 ragi
n02086079 pekingese
n00455076 overcast
n04581102 whitewash
n02776505 baize
n03267113 eight_ball
n01546039 scrubbird
n12290748 centaury
n02839110 hoarding
n02093056 bull_terrier
n02977058 atm
n02761206 automation
n01608814 black_kite
n06266878 news_photography
n03906463 pelham
n03221351 dongle
n02963503 electrocardiograph
n01566207 tailorbird
n12717644 dika
n04482177 tricorne
n01324610 herbivore
n04047139 railhead
n07920349 cappuccino
n03105306 coracle
n03724417 masher
n15092227 vitamin_d
n03343047 fin_keel
n03018712 chinese_lantern
n02048115 horned_puffin
n01528845 meadow_pipit
n07903962 grappa
n12421137 hippeastrum
n03693707 loving_cup
n00446493 fight
n02992795 scotch_tape
n03174731 demitasse
n03443912 goggles
n03345837 extinguisher
n02190790 musca_domestica
n03053047 clove_hitch
n09428628 seaboard
n11626152 picea_sitchensis
n07921360 chocolate_milk
n01548492 western_kingbird
n01947139 neritina
n01481331 chimaera
n03543012 hot_line
n04331639 straightener
n03460147 grinding_wheel
n02196896 apple_maggot
n07852229 stilton
n07858978 honey
n03950647 pitch_pipe
n02495242 tree_shrew
n02759257 autofocus
n04585128 wilton
n03939844 pilot_light
n03229526 downstage
n13883763 spherical_triangle
n02857477 boarding_house
n03297103 espadrille
n02755140 attache
n02093647 bedlington_terrier
n01472303 amniota
n04528079 verdigris
n02780815 tutu
n12484784 bogbean
n03888022 parabolic_reflector
n13131028 umbel
n12407079 wych_elm
n03557692 ice_maker
n12374418 rockrose
n11689815 cottonseed
n04579056 whiskey_bottle
n04012482 propjet
n02753394 atomic_clock
n03985881 portcullis
n01499732 cownose_ray
n04502670 tweeter
n01323068 tiger_cub
n01486838 nurse_shark
n02271897 thrips
n02379329 morgan
n01316422 scavenger
n07873464 pilaf
n04368365 swagger_stick
n12531727 gliricidia
n13108481 sapling
n03952576 pizza_parlor
n12270946 quercus_chrysolepis
n00466524 stroke_play
n07621264 nonpareil
n15091129 aneurin
n07618432 chocolate_pudding
n03487331 handloom
n12269241 live_oak
n04351550 suite
n02630281 sailfish
n07879072 succotash
n02211627 mason_bee
n12482893 yucca_brevifolia
n05257476 bouffant
n02259212 leafhopper
n02786736 bandoneon
n02609302 bluehead
n07893642 champagne
n04569063 webcam
n01558765 ring_ouzel
n04065909 recycling_plant
n02751067 astrodome
n02085936 maltese
n02846874 blackface
n02421449 wildebeest
n02678897 adapter
n03465151 guard_ship
n03913343 pentode
n07770763 pumpkin_seed
n12062781 chatterbox
n03440682 glockenspiel
n07910152 grand_marnier
n04968056 emerald
n07851554 mascarpone
n12263038 american_chestnut
n04163530 secateurs
n04221076 silverpoint
n08579352 grainfield
n02407625 hereford
n04397768 teakettle
n04393808 tappet
n07587700 clam_chowder
n02771286 backstay
n02863426 bodywork
n11851839 cholla
n04529108 vernier_scale
n10297234 mascot
n03649909 mower
n12969425 scleroderma_citrinum
n04348070 submarine_torpedo
n02613181 blenny
n03307037 extension_cord
n09833536 baker
n03492087 hansom
n03204134 dipole
n02979186 cassette_player
n03408054 fuselage
n07858197 foie_gras
n03442597 gnomon
n01479213 eptatretus
n12762049 mastic
n03662601 lifeboat
n02480495 orang
n03104512 copperware
n07860447 maple_syrup
n03823111 nib
n07849733 whey
n07586485 oxtail_soup
n03088707 conductor
n03170292 decoupage
n08677424 veldt
n03163381 dashiki
n09913593 cheerleader
n04210288 shrimper
n02868240 bomblet
n02885882 box_office
n01777304 deer_tick
n07740033 cortland
n04590263 windowsill
n02165456 lady_beetle
n01669654 painted_turtle
n04318892 stiletto
n03066849 colander
n03772077 minster
n03854506 oled
n03283827 emitter
n03294833 eraser
n00449054 skateboarding
n04613696 yurt
n15092942 phylloquinone
n13098962 bast
n03917814 permanent_press
n03601442 jdam
n03227010 double_glazing
n03222857 doorpost
n11998888 cotton_thistle
n13865904 heart
n02844214 bistro
n01617766 egyptian_vulture
n03133050 crochet_hook
n03506184 headstock
n02212958 paper_wasp
n04510706 universal_joint
n04561287 water_meter
n11934239 goldilocks
n02836174 bidet
n02771004 backspace
n08628141 kasbah
n03948242 piste
n03490884 hanger
n02835271 tandem
n11695974 cananga_odorata
n07729225 butterbean
n02738449 armband
n04142434 scalpel
n03890358 pargeting
n04249882 snifter
n01566645 babbler
n04265428 space_helmet
n02786611 bandolier
n03583419 ion_engine
n07915918 margarita
n07590611 hotpot
n04599124 woofer
n02125494 ocelot
n03565288 imprint
n04519153 valve
n03162818 dart
n07836269 espagnole
n07585015 beef_stock
n01784293 tardigrade
n03621694 kite_balloon
n12549192 black_medick
n04591887 wine_cooler
n04461696 wrecker
n04244847 smack
n03638623 landing_craft
n04165675 security_blanket
n11645590 wollemi_pine
n02088238 basset
n04602762 workroom
n05491154 renal_cortex
n13077295 mildew
n03879705 palette
n07605597 chocolate_fudge
n03056583 coaming
n12327022 water_milfoil
n12827537 moonflower
n02962061 carboy
n01637112 climbing_salamander
n02689748 air_horn
n08551296 eparchy
n03259009 dustpan
n04386051 tailstock
n12718995 quassia
n04574067 wet_suit
n02016956 purple_gallinule
n04219580 silks
n07823698 cranberry_sauce
n01467804 amphioxus
n07738105 freestone
n08521623 burial_ground
n04552551 war_room
n07741357 pearmain
n13880994 parallel
n03196217 digital_clock
n04108999 rope_tow
n01821554 carolina_parakeet
n07921239 turkish_coffee
n04317175 stethoscope
n03376595 folding_chair
n07686720 sourdough_bread
n12093600 cyclamen_hederifolium
n01697611 crocodylus_porosus
n01439514 carp
n01365885 neisseria_gonorrhoeae
n04072960 relay
n00481803 professional_basketball
n01641206 wood_frog
n03577312 integrator
n12477163 agave_americana
n12332030 pitanga
n01804163 golden_pheasant
n04350581 sugar_bowl
n12236160 salal
n03152303 customhouse
n01690149 anguis_fragilis
n02326862 european_hare
n11879722 brassica_napus
n05453657 neutrophil
n01850873 canvasback
n02030035 ruff
n12143215 emmer
n07922955 criollo
n12825497 dodder
n12946849 cornel
n02947977 candid_camera
n13226320 quillwort
n07935504 water
n02859955 boatyard
n03995265 power_cord
n07860629 manna
n13171797 water_sprite
n04156946 scull
n03943115 pinion
n11961100 mum
n03194297 differential_gear
n12385566 mignonette
n03543603 hot_tub
n12291959 bluebell
n03664943 ligament
n03882611 pane
n03698815 lychgate
n01677366 iguana_iguana
n12408280 slippery_elm
n02966545 claw_hammer
n02461128 tamandua
n01500854 devil_ray
n12228387 bell_heather
n01457852 trumpetfish
n03052464 haberdashery
n02381261 dun
n03642144 laparoscope
n02336826 vesper_mouse
n01892030 common_shrew
n02811350 batting_helmet
n01952712 physa
n11694469 ilama
n13912540 stemma
n03872273 packsaddle
n03556679 ice_axe
n03241335 bubbler
n07820497 sage
n12131405 blue_grass
n12127575 broomcorn_millet
n09251407 comet
n03730655 matrix
n03015149 chesterfield
n02881906 bowline
n04130257 salad_bowl
n13103877 snag
n12338979 manna_gum
n02327842 snowshoe_hare
n12606438 commelina
n02675522 achromatic_lens
n03720665 maquiladora
n02685082 aigrette
n02407521 guernsey
n07862348 spareribs
n01904886 oyster_shell
n03180732 destroyer_escort
n02469914 primate
n03141612 cruse
n04310018 steam_locomotive
n03904433 pedicab
n02042759 kittiwake
n02925385 bush_jacket
n02174659 cockchafer
n00446411 in_fighting
n12320806 bitternut
n07807834 macaroni_salad
n02220055 pharaoh_ant
n01806567 quail
n03538817 horsehair
n07596160 icing_sugar
n07718472 cucumber
n01693334 green_lizard
n03652389 leaf_spring
n04582205 wickerwork
n03768823 minelayer
n01949499 keyhole_limpet
n07845166 pasteurized_milk
n01586374 cactus_wren
n02811719 battle_dress
n02425532 nilgai
n02593453 scup
n02568959 grouper
n07846802 whole_milk
n02960690 karabiner
n07913644 bullshot
n04063154 record_changer
n02056228 adelie
n02088632 bluetick
n04316498 stereoscope
n02387346 shire
n02879309 boutique
n02570838 surfperch
n07911061 ratafia
n03005147 chancery
n07907037 firewater
n04497801 tuning_fork
n07853232 cheshire_cheese
n03137579 crosspiece
n12870048 marum
n02734725 architecture
n15019030 sand
n03885904 pantyhose
n03251280 dry_cell
n03549732 promenade_deck
n04216860 sifter
n12201580 cacao_tree
n02036228 banded_stilt
n11552976 biennial
n11508382 snowfall
n02419634 takin
n12110085 avena_sativa
n11946051 safflower
n12570972 kowhai
n05451384 lymphocyte
n02769290 backhoe
n03421669 gas_guzzler
n12965626 claviceps_purpurea
n12486574 flax
n01958346 littleneck
n04562496 waterspout
n02560110 snook
n03215508 dual_carriageway
n03373943 flying_buttress
n02816768 beany
n12861345 phlomis
n07806774 green_salad
n02783161 biro
n02870772 bookbindery
n02897389 brewpub
n01614925 american_eagle
n03332393 field_artillery
n03768916 mineshaft
n04307986 steak_knife
n04180888 sextant
n02414043 karakul
n01892551 water_shrew
n02337902 grasshopper_mouse
n01906749 sponge
n12801520 parnassia
n04459122 phaeton
n03782794 monkey_wrench
n03842012 office_building
n04419642 theremin
n03467068 guillotine
n01449712 platy
n11769803 golden_trumpet
n12413880 iris_germanica
n03355768 flagon
n02987950 c_battery
n07775197 sunflower_seed
n02488415 hanuman
n07694659 shortcake
n03423306 gas_gun
n04546340 walkman
n06592281 rock_opera
n02757337 audiometer
n03316873 factory_ship
n06415688 jotter
n04542095 voting_machine
n03759661 micrometer
n04349913 suction_cup
n04388574 tangram
n01882714 koala
n03072201 colour_television
n01518878 ostrich
n03920641 pet_shop
n03657121 lens_cover
n02967782 sweeper
n02060569 manx_shearwater
n02295870 underwing
n07854707 string_cheese
n03445777 golf_ball
n01504344 nestling
n02047045 pigeon_guillemot
n04479287 trench_knife
n02375438 stablemate
n03957315 planter
n03901974 pawnshop
n02434190 woodland_caribou
n01839330 downy_woodpecker
n04360798 support_column
n03285578 encaustic
n13915023 ovoid
n11635830 yellow_cedar
n01996280 tadpole_shrimp
n03676483 lipstick
n02689144 airframe
n01620135 california_condor
n04289195 sprinkler_system
n07843464 souffle
n03344509 firebox
n02377603 broodmare
n09218641 ben
n02386746 packhorse
n03868406 oxford
n02270623 silverfish
n02230187 field_cricket
n12826143 dichondra
n07936459 ice_water
n02415253 dall_sheep
n02460451 giant_anteater
n02716626 abm
n03801533 vaudeville_theater
n03729826 matchstick
n04194127 shin_guard
n07903841 cognac
n02092339 weimaraner
n07693725 bagel
n12836212 nemophila
n03062336 cocotte
n04021503 pulse_generator
n03103563 coonskin
n01622352 horned_owl
n03238879 dress_shirt
n02853218 blockade
n02916936 bulletproof_vest
n04211219 shunter
n07927836 bitter_lemon
n08614632 fairground
n03618101 king
n07881404 tostada
n12196694 currajong
n02478875 proconsul
n04566756 weathercock
n07588947 stew
n01602630 vireo
n02822579 bedstead
n01569566 blackpoll
n04118635 ruin
n00446311 professional_boxing
n03533014 chicha
n02043063 tern
n02485371 grivet
n03257210 duplex
n04266486 spade
n03520493 hijab
n03177708 depressor
n08644045 harborage
n03843883 kerosene_heater
n03078670 commutator
n03220237 cromlech
n09932508 collier
n02058221 albatross
n01668091 diamondback_terrapin
n12086778 vanilla_orchid
n07886176 hooch
n02863536 bofors_gun
n03323319 farthingale
n04409384 tenement
n12006930 mexican_hat
n03604311 jumbo_jet
n07908411 absinth
n04561422 water_mill
n02272871 earwig
n07852376 gorgonzola
n07836838 chocolate_syrup
n03034405 circuitry
n02961225 car_battery
n04238128 slide
n01883070 wombat
n02708093 analog_clock
n12916511 tectona_grandis
n02338145 musquash
n00443803 flip
n02631775 white_marlin
n02390015 jenny
n12647376 bird_cherry
n13206817 maidenhair
n02168427 glowworm
n03129848 creel
n02512830 sport_fish
n04040247 radial_tire
n04108822 rope_bridge
n08580944 half_mast
n02132788 kodiak_bear
n04584056 wiffle_ball
n02056570 king_penguin
n12404729 trumpet_tree
n00466880 croquet
n04273659 speed_bump
n00466630 match_play
n04164757 second_hand
n09357346 molehill
n11992479 texas_star
n00443692 cliff_diving
n01422450 merozoite
n04462240 toyshop
n04472726 transmitter
n02981024 catacomb
n01842235 barbet
n02828427 belting
n02795978 hurdy_gurdy
n07883384 elixir
n07680313 bap
n09376198 ocean
n02244515 kissing_bug
n07616046 frozen_yogurt
n02756854 audio_amplifier
n09223487 bladder_stone
n12583401 palmetto
n07868830 galantine
n02531114 alewife
n11603246 encephalartos
n02762169 automatic_pilot
n04126244 safety_lock
n03155502 cyclopean_masonry
n11688069 microsporophyll
n15102894 knothole
n02037464 phalarope
n02941845 aventail
n11646955 hoop_pine
n09294877 grotto
n02110185 siberian_husky
n12450344 dogtooth
n03821145 neutron_bomb
n02687682 air_cushion
n02672831 piano_accordion
n03892425 parquetry
n02382635 shetland_pony
n02054036 cormorant
n12590715 palm_kernel
n12267677 acorn
n04310721 steam_whistle
n03901750 pawn
n04402449 telegraph_pole
n02975994 casein_paint
n04516354 used_car
n07614500 icecream
n02790996 barbell
n00477639 polo
n04058594 readout
n04573281 welt
n02823428 beer_bottle
n12814643 catalpa
n02324850 oryctolagus_cuniculus
n03876231 paintbrush
n12343480 fuchsia
n02095050 fox_terrier
n02978205 casque
n03923564 phillips_screw
n03270165 electrical_system
n07907831 sour_mash
n12968136 sclerotinia
n12015959 goldenrod
n02202006 culex_pipiens
n12919847 leafy_spurge
n02731398 apse
n03725600 mason_jar
n04095342 rivet
n01965529 zebra_mussel
n02308735 fall_webworm
n12285049 grey_alder
n02417785 markhor
n03585778 iron_horse
n11853356 christmas_cactus
n02209354 carpenter_bee
n07853648 gouda
n03696445 lugger
n12495895 gleditsia_triacanthos
n04601938 workpiece
n03034244 breaker
n01770393 scorpion
n01843065 jacamar
n12274358 burr_oak
n02002724 black_stork
n12981954 white_rust
n12084890 stanhopea
n02433729 roebuck
n01664065 loggerhead_turtle
n04213105 sickbay
n07913774 cobbler
n03980874 poncho
n01350701 yersinia_pestis
n04369618 sweatband
n07710952 baked_potato
n01852671 muscovy_duck
n04082562 retainer
n12230540 manzanita
n03011741 checkout
n03850492 operating_table
n09331251 lakefront
n04607242 wringer
n02097298 scottish_terrier
n02857907 boards
n12377198 dipterocarp
n03165466 day_nursery
n03885669 pantsuit
n02766168 babushka
n01668436 redbelly
n04332074 straight_razor
n02782093 balloon
n06276697 broadcasting
n02666196 abacus
n03515934 hermitage
n03649674 lawn_chair
n11669786 floret
n03492922 tin_hat
n07932039 eggnog
n03956623 planking
n04070415 refractometer
n01584853 house_wren
n03802393 muslin
n01359762 trichodesmium
n05459101 spermatid
n04341288 strop
n11711764 magnolia_virginiana
n07680517 breadstick
n02244173 assassin_bug
n12079523 pleurothallis
n12754781 norway_maple
n09362945 mull
n11771924 carissa_macrocarpa
n04164406 second_base
n04229007 skidder
n03304197 exocet
n05604434 abdominal_wall
n04224543 sister_ship
n03510244 heat_sink
n03108853 cork
n07608339 nougat
n02423589 springbok
n11612575 pinus_longaeva
n03561573 imaret
n01608265 honey_buzzard
n03379204 football_stadium
n03030353 cigar_box
n02276258 admiral
n12536291 anil
n03240683 drilling_platform
n01573360 western_meadowlark
n03831382 noseband
n06419354 collegiate_dictionary
n13128976 rachis
n02236241 praying_mantis
n12534862 sulla
n03488887 rubber_stamp
n01611472 peregrine
n03212406 distaff
n02030224 reeve
n03697366 lunar_module
n03856465 orrery
n01731764 coachwhip
n03408340 fustian
n02486657 chacma_baboon
n04083800 retractor
n02562971 black_crappie
n02317781 brittle_star
n07855105 gruyere
n03822767 newtonian_reflector
n03097673 control_key
n03998194 prayer_rug
n00451563 bicycling
n13006171 coprinus_comatus
n07852919 cheddar
n00450998 showjumping
n07910048 triple_sec
n02427470 kob
n04525584 venetian_blind
n01537895 ortolan
n07574780 continental_breakfast
n02682811 aerial_torpedo
n02739427 armlet
n02470709 anthropoid
n12639736 bullace
n07821610 estragon
n12876899 figwort
n02085272 lapdog
n01819115 cockatoo
n03680512 loaner
n07924366 apple_juice
n01357328 clostridium_botulinum
n13027557 aspergillus_fumigatus
n01922948 woodworm
n07759576 scuppernong
n01778217 ixodes_ricinus
n13225365 resurrection_plant
n00467320 quoits
n04613939 zamboni
n01517966 carinate
n01744401 rock_python
n00288384 piaffe
n01808291 rock_partridge
n03729402 matchbox
n03753077 meter
n03727605 masterpiece
n03732020 mauser
n03394649 french_door
n13147689 malvasia
n03145147 cuckoo_clock
n04442441 toaster_oven
n02077923 sea_lion
n04127521 safety_razor
n07730708 celeriac
n03262809 easel
n01881564 cuscus
n02129463 lioness
n07582811 bean_dip
n03293863 equatorial
n04320598 stink_bomb
n01646292 bufo
n02406647 charolais
n02794474 barouche
n06359657 portal_site
n03412906 gallows
n07834507 mayo
n03658185 letter_opener
n01618503 secretary_bird
n03907908 penalty_box
n03881404 panchromatic_film
n03002816 chalet
n04022866 pump_room
n00120010 hop
n01488038 whale_shark
n02432291 whitetail_deer
n02197689 drosophila
n03055857 carriage_house
n02433318 fallow_deer
n01992773 amphipod
n11545350 pecopteris
n11782036 elephant_ear
n11653904 kahikatea
n08596076 littoral
n02786058 band_aid
